Province/State,Country/Region,Date,Confirmed,Deaths,Recovered
,Italy,4/19/2020,178972,23660,47055
,Jamaica,4/19/2020,173,5,27
,Japan,4/19/2020,10797,236,1159
,Jordan,4/19/2020,417,7,276
,Kazakhstan,4/19/2020,1676,17,400
,Kenya,4/19/2020,270,14,67
,South Korea,4/19/2020,10661,234,8042
,Kuwait,4/19/2020,1915,7,305
,Kyrgyzstan,4/19/2020,554,5,133
,Latvia,4/19/2020,727,5,88
,Lebanon,4/19/2020,673,21,102
,Liberia,4/19/2020,91,8,7
,Liechtenstein,4/19/2020,81,1,55
,Lithuania,4/19/2020,1298,35,242
,Luxembourg,4/19/2020,3550,73,627
,Madagascar,4/19/2020,121,0,39
,Malaysia,4/19/2020,5389,89,3197
,Maldives,4/19/2020,52,0,16
,Malta,4/19/2020,427,3,118
,Mauritania,4/19/2020,7,1,6
,Mauritius,4/19/2020,328,9,208
,Mexico,4/19/2020,8261,686,2627
,Moldova,4/19/2020,2472,67,457
,Monaco,4/19/2020,94,3,22
,Mongolia,4/19/2020,32,0,7
,Montenegro,4/19/2020,308,5,55
,Morocco,4/19/2020,2855,141,327
,Namibia,4/19/2020,16,0,6
,Nepal,4/19/2020,31,0,4
Aruba,Netherlands,4/19/2020,97,2,49
Curacao,Netherlands,4/19/2020,14,1,11
Sint Maarten,Netherlands,4/19/2020,67,10,12
,Netherlands,4/19/2020,32655,3684,250
,New Zealand,4/19/2020,1431,12,912
,Nicaragua,4/19/2020,10,2,6
,Niger,4/19/2020,648,20,117
,Nigeria,4/19/2020,627,21,170
,North Macedonia,4/19/2020,1207,51,179
,Norway,4/19/2020,7078,165,32
,Oman,4/19/2020,1266,7,233
,Pakistan,4/19/2020,8348,168,1868
,Panama,4/19/2020,4273,120,140
,Papua New Guinea,4/19/2020,7,0,0
,Paraguay,4/19/2020,206,8,41
,Peru,4/19/2020,15628,400,6811
,Philippines,4/19/2020,6259,409,572
,Poland,4/19/2020,9287,360,1040
,Portugal,4/19/2020,20206,714,610
,Qatar,4/19/2020,5448,8,518
,Romania,4/19/2020,8746,451,1892
,Russia,4/19/2020,42853,361,3291
,Rwanda,4/19/2020,147,0,76
,Saint Lucia,4/19/2020,15,0,11
,Saint Vincent and the Grenadines,4/19/2020,12,0,1
,San Marino,4/19/2020,461,39,60
,Saudi Arabia,4/19/2020,9362,97,1398
,Senegal,4/19/2020,367,3,220
,Serbia,4/19/2020,6318,122,753
,Seychelles,4/19/2020,11,0,5
,Singapore,4/19/2020,6588,11,768
,Slovakia,4/19/2020,1161,12,229
,Slovenia,4/19/2020,1330,74,192
,Somalia,4/19/2020,164,7,3
,South Africa,4/19/2020,3158,54,903
,Spain,4/19/2020,198674,20453,77357
,Sri Lanka,4/19/2020,271,7,96
,Sudan,4/19/2020,66,10,6
,Suriname,4/19/2020,10,1,6
,Sweden,4/19/2020,14385,1540,550
,Switzerland,4/19/2020,27740,1393,17800
,Taiwan*,4/19/2020,420,6,189
,Tanzania,4/19/2020,170,7,11
,Thailand,4/19/2020,2765,47,1928
,Togo,4/19/2020,84,5,52
,Trinidad and Tobago,4/19/2020,114,8,21
,Tunisia,4/19/2020,879,38,43
,Turkey,4/19/2020,86306,2017,11976
,Uganda,4/19/2020,55,0,28
,Ukraine,4/19/2020,5449,141,347
,United Arab Emirates,4/19/2020,6781,41,1286
Bermuda,United Kingdom,4/19/2020,86,5,35
Cayman Islands,United Kingdom,4/19/2020,61,1,7
Channel Islands,United Kingdom,4/19/2020,488,21,73
Gibraltar,United Kingdom,4/19/2020,132,0,120
Isle of Man,United Kingdom,4/19/2020,298,6,193
Montserrat,United Kingdom,4/19/2020,11,0,2
,United Kingdom,4/19/2020,120067,18492,0
,Uruguay,4/19/2020,517,10,298
,US,4/19/2020,758809,40945,70337
,Uzbekistan,4/19/2020,1565,5,225
,Venezuela,4/19/2020,256,9,117
,Vietnam,4/19/2020,268,0,202
,Zambia,4/19/2020,61,3,33
,Zimbabwe,4/19/2020,25,3,2
Diamond Princess,Canada,4/19/2020,0,1,0
,Dominica,4/19/2020,16,0,8
,Grenada,4/19/2020,14,0,0
,Mozambique,4/19/2020,39,0,0
,Syria,4/19/2020,39,3,0
,Timor-Leste,4/19/2020,19,0,0
,Belize,4/19/2020,18,2,2
,Laos,4/19/2020,19,0,0
,Libya,4/19/2020,51,1,11
,West Bank and Gaza,4/19/2020,437,3,71
,Guinea-Bissau,4/19/2020,50,0,3
,Mali,4/19/2020,224,14,42
,Saint Kitts and Nevis,4/19/2020,14,0,0
Northwest Territories,Canada,4/19/2020,5,0,0
Yukon,Canada,4/19/2020,9,0,0
,Kosovo,4/19/2020,561,12,102
,Burma,4/19/2020,111,5,7
Anguilla,United Kingdom,4/19/2020,3,0,1
British Virgin Islands,United Kingdom,4/19/2020,4,1,2
Turks and Caicos Islands,United Kingdom,4/19/2020,11,1,0
,MS Zaandam,4/19/2020,9,2,0
,Botswana,4/19/2020,20,1,0
,Burundi,4/19/2020,5,1,0
,Sierra Leone,4/19/2020,35,0,6
,Malawi,4/19/2020,17,2,3
Falkland Islands (Malvinas),United Kingdom,4/19/2020,11,0,3
Saint Pierre and Miquelon,France,4/19/2020,1,0,0
,South Sudan,4/19/2020,4,0,0
,Western Sahara,4/19/2020,6,0,0
,Sao Tome and Principe,4/19/2020,4,0,0
,Yemen,4/19/2020,1,0,0
,Comoros,4/19/2020,0,0,0
,Tajikistan,4/19/2020,0,0,0
,Afghanistan,4/20/2020,1026,36,135
,Albania,4/20/2020,584,26,327
,Algeria,4/20/2020,2718,384,1099
,Andorra,4/20/2020,717,37,248
,Angola,4/20/2020,24,2,6
,Antigua and Barbuda,4/20/2020,23,3,3
,Argentina,4/20/2020,2941,136,737
,Armenia,4/20/2020,1339,22,580
Australian Capital Territory,Australia,4/20/2020,104,3,91
New South Wales,Australia,4/20/2020,2963,26,1379
Northern Territory,Australia,4/20/2020,28,0,12
Queensland,Australia,4/20/2020,1019,6,738
South Australia,Australia,4/20/2020,435,4,369
Tasmania,Australia,4/20/2020,200,7,71
Victoria,Australia,4/20/2020,1329,14,1196
Western Australia,Australia,4/20/2020,545,7,435
,Austria,4/20/2020,14795,470,10631
,Azerbaijan,4/20/2020,1436,19,791
,Bahamas,4/20/2020,60,9,11
,Bahrain,4/20/2020,1907,7,769
,Bangladesh,4/20/2020,2948,101,85
,Barbados,4/20/2020,75,5,19
,Belarus,4/20/2020,6264,51,514
,Belgium,4/20/2020,39983,5828,8895
,Benin,4/20/2020,54,1,27
,Bhutan,4/20/2020,5,0,2
,Bolivia,4/20/2020,564,33,31
,Bosnia and Herzegovina,4/20/2020,1309,49,381
,Brazil,4/20/2020,40743,2587,22130
,Brunei,4/20/2020,138,1,116
,Bulgaria,4/20/2020,929,43,167
,Burkina Faso,4/20/2020,581,38,357
,Cabo Verde,4/20/2020,67,1,1
,Cambodia,4/20/2020,122,0,107
,Cameroon,4/20/2020,1163,42,0
Alberta,Canada,4/20/2020,2908,59,0
British Columbia,Canada,4/20/2020,1647,82,0
Grand Princess,Canada,4/20/2020,13,0,0
Manitoba,Canada,4/20/2020,254,6,0
New Brunswick,Canada,4/20/2020,118,0,0
Newfoundland and Labrador,Canada,4/20/2020,257,3,0
Nova Scotia,Canada,4/20/2020,721,9,0
Ontario,Canada,4/20/2020,12063,624,0
Prince Edward Island,Canada,4/20/2020,26,0,0
Quebec,Canada,4/20/2020,19319,939,0
Saskatchewan,Canada,4/20/2020,316,4,0
,Central African Republic,4/20/2020,12,0,4
,Chad,4/20/2020,33,0,8
,Chile,4/20/2020,10507,139,4676
Anhui,China,4/20/2020,991,6,984
Beijing,China,4/20/2020,593,8,514
Chongqing,China,4/20/2020,579,6,570
Fujian,China,4/20/2020,355,1,339
Gansu,China,4/20/2020,139,2,137
Guangdong,China,4/20/2020,1581,8,1494
Guangxi,China,4/20/2020,254,2,252
Guizhou,China,4/20/2020,147,2,145
Hainan,China,4/20/2020,168,6,162
Hebei,China,4/20/2020,328,6,317
Heilongjiang,China,4/20/2020,905,13,0
Henan,China,4/20/2020,1276,22,0
Hong Kong,China,4/20/2020,1025,4,630
Hubei,China,4/20/2020,68128,4512,63511
Hunan,China,4/20/2020,1019,4,1015
Inner Mongolia,China,4/20/2020,194,1,104
Jiangsu,China,4/20/2020,653,0,643
Jiangxi,China,4/20/2020,937,1,936
Jilin,China,4/20/2020,104,1,97
Liaoning,China,4/20/2020,146,2,143
Macau,China,4/20/2020,45,0,22
Ningxia,China,4/20/2020,75,0,75
Qinghai,China,4/20/2020,18,0,18
Shaanxi,China,4/20/2020,256,3,252
Shandong,China,4/20/2020,787,7,765
Shanghai,China,4/20/2020,638,7,0
Shanxi,China,4/20/2020,197,0,135
Sichuan,China,4/20/2020,561,3,554
Tianjin,China,4/20/2020,189,3,174
Tibet,China,4/20/2020,1,0,1
Xinjiang,China,4/20/2020,76,3,73
Yunnan,China,4/20/2020,184,2,0
Zhejiang,China,4/20/2020,1268,1,1249
,Colombia,4/20/2020,3977,189,804
,Congo (Brazzaville),4/20/2020,160,6,16
,Congo (Kinshasa),4/20/2020,332,25,27
,Costa Rica,4/20/2020,662,6,124
,Cote d'Ivoire,4/20/2020,847,9,260
,Croatia,4/20/2020,1881,47,771
,Diamond Princess,4/20/2020,712,13,644
,Cuba,4/20/2020,1087,36,285
,Cyprus,4/20/2020,772,12,81
,Czechia,4/20/2020,6900,194,0
Faroe Islands,Denmark,4/20/2020,185,0,176
Greenland,Denmark,4/20/2020,11,0,11
,Denmark,4/20/2020,7515,364,4312
,Djibouti,4/20/2020,846,2,102
,Dominican Republic,4/20/2020,4964,235,416
,Ecuador,4/20/2020,10128,507,1150
,Egypt,4/20/2020,3333,250,821
,El Salvador,4/20/2020,218,7,46
,Equatorial Guinea,4/20/2020,79,0,7
,Eritrea,4/20/2020,39,0,3
,Estonia,4/20/2020,1535,40,165
,Eswatini,4/20/2020,24,1,8
,Ethiopia,4/20/2020,111,3,16
,Fiji,4/20/2020,18,0,3
,Finland,4/20/2020,3868,98,2000
French Guiana,France,4/20/2020,97,1,69
French Polynesia,France,4/20/2020,56,0,19
Guadeloupe,France,4/20/2020,148,8,73
Mayotte,France,4/20/2020,271,4,117
New Caledonia,France,4/20/2020,18,0,15
Reunion,France,4/20/2020,408,0,237
Saint Barthelemy,France,4/20/2020,6,0,5
St Martin,France,4/20/2020,37,2,19
Martinique,France,4/20/2020,163,12,73
,France,4/20/2020,154188,20240,36782
,Gabon,4/20/2020,120,1,7
,Gambia,4/20/2020,10,1,2
,Georgia,4/20/2020,402,4,95
,Germany,4/20/2020,147065,4862,91500
,Ghana,4/20/2020,1042,9,99
,Greece,4/20/2020,2245,116,269
,Guatemala,4/20/2020,289,7,21
,Guinea,4/20/2020,622,5,122
,Guyana,4/20/2020,65,7,9
,Haiti,4/20/2020,57,3,0
,Holy See,4/20/2020,9,0,2
,Honduras,4/20/2020,477,46,25
,Hungary,4/20/2020,1984,199,267
,Iceland,4/20/2020,1773,10,1362
,India,4/20/2020,18539,592,3273
,Indonesia,4/20/2020,6760,590,747
,Iran,4/20/2020,83505,5209,59273
,Iraq,4/20/2020,1574,82,1043
,Ireland,4/20/2020,15652,687,77
,Israel,4/20/2020,13713,177,4049
,Italy,4/20/2020,181228,24114,48877
,Jamaica,4/20/2020,223,5,27
,Japan,4/20/2020,10797,236,1159
,Jordan,4/20/2020,425,7,282
,Kazakhstan,4/20/2020,1852,19,447
,Kenya,4/20/2020,281,14,69
,South Korea,4/20/2020,10674,236,8114
,Kuwait,4/20/2020,1995,9,367
,Kyrgyzstan,4/20/2020,568,7,201
,Latvia,4/20/2020,739,5,88
,Lebanon,4/20/2020,677,21,103
,Liberia,4/20/2020,99,8,7
,Liechtenstein,4/20/2020,81,1,55
,Lithuania,4/20/2020,1326,37,242
,Luxembourg,4/20/2020,3558,75,637
,Madagascar,4/20/2020,121,0,41
,Malaysia,4/20/2020,5425,89,3295
,Maldives,4/20/2020,69,0,16
,Malta,4/20/2020,431,3,126
,Mauritania,4/20/2020,7,1,6
,Mauritius,4/20/2020,328,9,224
,Mexico,4/20/2020,8772,712,2627
,Moldova,4/20/2020,2548,70,457
,Monaco,4/20/2020,94,3,23
,Mongolia,4/20/2020,33,0,7
,Montenegro,4/20/2020,312,5,88
,Morocco,4/20/2020,3046,143,350
,Namibia,4/20/2020,16,0,6
,Nepal,4/20/2020,31,0,4
Aruba,Netherlands,4/20/2020,97,2,49
Curacao,Netherlands,4/20/2020,14,1,11
Sint Maarten,Netherlands,4/20/2020,67,10,12
,Netherlands,4/20/2020,33405,3751,250
,New Zealand,4/20/2020,1440,12,974
,Nicaragua,4/20/2020,10,2,6
,Niger,4/20/2020,648,20,117
,Nigeria,4/20/2020,665,22,188
,North Macedonia,4/20/2020,1225,54,200
,Norway,4/20/2020,7156,181,32
,Oman,4/20/2020,1410,7,238
,Pakistan,4/20/2020,8418,176,1970
,Panama,4/20/2020,4467,126,165
,Papua New Guinea,4/20/2020,7,0,0
,Paraguay,4/20/2020,208,8,46
,Peru,4/20/2020,16325,445,6968
,Philippines,4/20/2020,6459,428,613
,Poland,4/20/2020,9593,380,1133
,Portugal,4/20/2020,20863,735,610
,Qatar,4/20/2020,6015,9,555
,Romania,4/20/2020,8936,478,2017
,Russia,4/20/2020,47121,405,3446
,Rwanda,4/20/2020,147,0,76
,Saint Lucia,4/20/2020,15,0,13
,Saint Vincent and the Grenadines,4/20/2020,12,0,1
,San Marino,4/20/2020,462,39,61
,Saudi Arabia,4/20/2020,10484,103,1490
,Senegal,4/20/2020,377,5,235
,Serbia,4/20/2020,6630,125,870
,Seychelles,4/20/2020,11,0,5
,Singapore,4/20/2020,8014,11,801
,Slovakia,4/20/2020,1173,13,251
,Slovenia,4/20/2020,1335,77,193
,Somalia,4/20/2020,237,8,4
,South Africa,4/20/2020,3300,58,1055
,Spain,4/20/2020,200210,20852,80587
,Sri Lanka,4/20/2020,304,7,98
,Sudan,4/20/2020,107,12,8
,Suriname,4/20/2020,10,1,6
,Sweden,4/20/2020,14777,1580,550
,Switzerland,4/20/2020,27944,1429,18600
,Taiwan*,4/20/2020,422,6,203
,Tanzania,4/20/2020,254,10,11
,Thailand,4/20/2020,2792,47,1999
,Togo,4/20/2020,84,6,53
,Trinidad and Tobago,4/20/2020,114,8,22
,Tunisia,4/20/2020,884,38,148
,Turkey,4/20/2020,90980,2140,13430
,Uganda,4/20/2020,56,0,38
,Ukraine,4/20/2020,5710,151,359
,United Arab Emirates,4/20/2020,7265,43,1360
Bermuda,United Kingdom,4/20/2020,86,5,37
Cayman Islands,United Kingdom,4/20/2020,66,1,7
Channel Islands,United Kingdom,4/20/2020,488,24,73
Gibraltar,United Kingdom,4/20/2020,132,0,120
Isle of Man,United Kingdom,4/20/2020,300,9,200
Montserrat,United Kingdom,4/20/2020,11,0,2
,United Kingdom,4/20/2020,124743,19051,0
,Uruguay,4/20/2020,535,10,313
,US,4/20/2020,784326,42659,72329
,Uzbekistan,4/20/2020,1627,5,261
,Venezuela,4/20/2020,256,9,117
,Vietnam,4/20/2020,268,0,214
,Zambia,4/20/2020,65,3,35
,Zimbabwe,4/20/2020,25,3,2
Diamond Princess,Canada,4/20/2020,0,1,0
,Dominica,4/20/2020,16,0,8
,Grenada,4/20/2020,14,0,0
,Mozambique,4/20/2020,39,0,0
,Syria,4/20/2020,39,3,0
,Timor-Leste,4/20/2020,22,0,0
,Belize,4/20/2020,18,2,2
,Laos,4/20/2020,19,0,0
,Libya,4/20/2020,51,1,15
,West Bank and Gaza,4/20/2020,449,3,71
,Guinea-Bissau,4/20/2020,50,0,3
,Mali,4/20/2020,246,14,56
,Saint Kitts and Nevis,4/20/2020,15,0,0
Northwest Territories,Canada,4/20/2020,5,0,0
Yukon,Canada,4/20/2020,11,0,0
,Kosovo,4/20/2020,598,15,123
,Burma,4/20/2020,119,5,7
Anguilla,United Kingdom,4/20/2020,3,0,1
British Virgin Islands,United Kingdom,4/20/2020,5,1,3
Turks and Caicos Islands,United Kingdom,4/20/2020,11,1,0
,MS Zaandam,4/20/2020,9,2,0
,Botswana,4/20/2020,20,1,0
,Burundi,4/20/2020,5,1,4
,Sierra Leone,4/20/2020,43,0,6
,Malawi,4/20/2020,17,2,3
Falkland Islands (Malvinas),United Kingdom,4/20/2020,11,0,3
Saint Pierre and Miquelon,France,4/20/2020,1,0,0
,South Sudan,4/20/2020,4,0,0
,Western Sahara,4/20/2020,6,0,0
,Sao Tome and Principe,4/20/2020,4,0,0
,Yemen,4/20/2020,1,0,0
,Comoros,4/20/2020,0,0,0
,Tajikistan,4/20/2020,0,0,0
,Afghanistan,4/21/2020,1092,36,150
,Albania,4/21/2020,609,26,345
,Algeria,4/21/2020,2811,392,1152
,Andorra,4/21/2020,717,37,282
,Angola,4/21/2020,24,2,6
,Antigua and Barbuda,4/21/2020,23,3,7
,Argentina,4/21/2020,3031,147,840
,Armenia,4/21/2020,1401,24,609
Australian Capital Territory,Australia,4/21/2020,104,3,92
New South Wales,Australia,4/21/2020,2969,26,1755
Northern Territory,Australia,4/21/2020,28,0,15
Queensland,Australia,4/21/2020,1024,6,738
South Australia,Australia,4/21/2020,437,4,376
Tasmania,Australia,4/21/2020,201,7,74
Victoria,Australia,4/21/2020,1336,14,1202
Western Australia,Australia,4/21/2020,546,7,443
,Austria,4/21/2020,14873,491,10971
,Azerbaijan,4/21/2020,1480,20,865
,Bahamas,4/21/2020,65,9,12
,Bahrain,4/21/2020,1973,7,784
,Bangladesh,4/21/2020,3382,110,87
,Barbados,4/21/2020,75,5,25
,Belarus,4/21/2020,6723,55,577
,Belgium,4/21/2020,40956,5998,9002
,Benin,4/21/2020,54,1,27
,Bhutan,4/21/2020,6,0,2
,Bolivia,4/21/2020,598,34,37
,Bosnia and Herzegovina,4/21/2020,1342,51,437
,Brazil,4/21/2020,43079,2741,22991
,Brunei,4/21/2020,138,1,116
,Bulgaria,4/21/2020,975,45,170
,Burkina Faso,4/21/2020,600,38,362
,Cabo Verde,4/21/2020,68,1,1
,Cambodia,4/21/2020,122,0,110
,Cameroon,4/21/2020,1163,43,0
Alberta,Canada,4/21/2020,3095,61,0
British Columbia,Canada,4/21/2020,1724,87,0
Grand Princess,Canada,4/21/2020,13,0,0
Manitoba,Canada,4/21/2020,255,6,0
New Brunswick,Canada,4/21/2020,118,0,0
Newfoundland and Labrador,Canada,4/21/2020,257,3,0
Nova Scotia,Canada,4/21/2020,737,10,0
Ontario,Canada,4/21/2020,12715,694,0
Prince Edward Island,Canada,4/21/2020,26,0,0
Quebec,Canada,4/21/2020,20126,1044,0
Saskatchewan,Canada,4/21/2020,320,4,0
,Central African Republic,4/21/2020,14,0,10
,Chad,4/21/2020,33,0,8
,Chile,4/21/2020,10832,147,4969
Anhui,China,4/21/2020,991,6,984
Beijing,China,4/21/2020,593,8,516
Chongqing,China,4/21/2020,579,6,570
Fujian,China,4/21/2020,355,1,341
Gansu,China,4/21/2020,139,2,137
Guangdong,China,4/21/2020,1582,8,1501
Guangxi,China,4/21/2020,254,2,252
Guizhou,China,4/21/2020,147,2,145
Hainan,China,4/21/2020,168,6,162
Hebei,China,4/21/2020,328,6,317
Heilongjiang,China,4/21/2020,913,13,0
Henan,China,4/21/2020,1276,22,0
Hong Kong,China,4/21/2020,1029,4,650
Hubei,China,4/21/2020,68128,4512,63514
Hunan,China,4/21/2020,1019,4,1015
Inner Mongolia,China,4/21/2020,194,1,108
Jiangsu,China,4/21/2020,653,0,644
Jiangxi,China,4/21/2020,937,1,936
Jilin,China,4/21/2020,106,1,97
Liaoning,China,4/21/2020,146,2,143
Macau,China,4/21/2020,45,0,24
Ningxia,China,4/21/2020,75,0,75
Qinghai,China,4/21/2020,18,0,18
Shaanxi,China,4/21/2020,277,3,253
Shandong,China,4/21/2020,787,7,765
Shanghai,China,4/21/2020,638,7,0
Shanxi,China,4/21/2020,197,0,140
Sichuan,China,4/21/2020,561,3,554
Tianjin,China,4/21/2020,189,3,176
Tibet,China,4/21/2020,1,0,1
Xinjiang,China,4/21/2020,76,3,73
Yunnan,China,4/21/2020,184,2,0
Zhejiang,China,4/21/2020,1268,1,1251
,Colombia,4/21/2020,4149,196,804
,Congo (Brazzaville),4/21/2020,165,6,16
,Congo (Kinshasa),4/21/2020,350,25,35
,Costa Rica,4/21/2020,669,6,150
,Cote d'Ivoire,4/21/2020,916,13,303
,Croatia,4/21/2020,1908,48,801
,Diamond Princess,4/21/2020,712,13,644
,Cuba,4/21/2020,1137,38,309
,Cyprus,4/21/2020,784,12,98
,Czechia,4/21/2020,7033,201,0
Faroe Islands,Denmark,4/21/2020,185,0,178
Greenland,Denmark,4/21/2020,11,0,11
,Denmark,4/21/2020,7695,370,4700
,Djibouti,4/21/2020,945,2,112
,Dominican Republic,4/21/2020,5044,245,463
,Ecuador,4/21/2020,10398,520,1207
,Egypt,4/21/2020,3490,264,870
,El Salvador,4/21/2020,225,7,48
,Equatorial Guinea,4/21/2020,83,0,7
,Eritrea,4/21/2020,39,0,6
,Estonia,4/21/2020,1552,43,169
,Eswatini,4/21/2020,31,1,8
,Ethiopia,4/21/2020,114,3,16
,Fiji,4/21/2020,18,0,3
,Finland,4/21/2020,4014,141,2000
French Guiana,France,4/21/2020,97,1,76
French Polynesia,France,4/21/2020,56,0,19
Guadeloupe,France,4/21/2020,148,12,73
Mayotte,France,4/21/2020,311,4,117
New Caledonia,France,4/21/2020,18,0,17
Reunion,France,4/21/2020,410,0,238
Saint Barthelemy,France,4/21/2020,6,0,6
St Martin,France,4/21/2020,37,2,19
Martinique,France,4/21/2020,163,14,73
,France,4/21/2020,156921,20765,38543
,Gabon,4/21/2020,156,1,16
,Gambia,4/21/2020,10,1,2
,Georgia,4/21/2020,408,4,97
,Germany,4/21/2020,148291,5033,95200
,Ghana,4/21/2020,1042,9,99
,Greece,4/21/2020,2401,121,577
,Guatemala,4/21/2020,294,7,24
,Guinea,4/21/2020,688,6,127
,Guyana,4/21/2020,66,7,9
,Haiti,4/21/2020,57,3,0
,Holy See,4/21/2020,9,0,2
,Honduras,4/21/2020,494,46,29
,Hungary,4/21/2020,2098,213,287
,Iceland,4/21/2020,1778,10,1417
,India,4/21/2020,20080,645,3975
,Indonesia,4/21/2020,7135,616,842
,Iran,4/21/2020,84802,5297,60965
,Iraq,4/21/2020,1602,83,1096
,Ireland,4/21/2020,16040,730,9233
,Israel,4/21/2020,13942,184,4507
,Italy,4/21/2020,183957,24648,51600
,Jamaica,4/21/2020,223,6,27
,Japan,4/21/2020,11135,263,1239
,Jordan,4/21/2020,428,7,297
,Kazakhstan,4/21/2020,1995,19,489
,Kenya,4/21/2020,296,14,74
,South Korea,4/21/2020,10683,237,8213
,Kuwait,4/21/2020,2080,11,412
,Kyrgyzstan,4/21/2020,590,7,216
,Latvia,4/21/2020,748,9,133
,Lebanon,4/21/2020,677,21,108
,Liberia,4/21/2020,101,8,7
,Liechtenstein,4/21/2020,81,1,55
,Lithuania,4/21/2020,1350,38,298
,Luxembourg,4/21/2020,3618,78,670
,Madagascar,4/21/2020,121,0,44
,Malaysia,4/21/2020,5482,92,3349
,Maldives,4/21/2020,83,0,16
,Malta,4/21/2020,443,3,150
,Mauritania,4/21/2020,7,1,6
,Mauritius,4/21/2020,328,9,243
,Mexico,4/21/2020,9501,857,2627
,Moldova,4/21/2020,2614,72,505
,Monaco,4/21/2020,94,3,26
,Mongolia,4/21/2020,34,0,8
,Montenegro,4/21/2020,313,5,101
,Morocco,4/21/2020,3209,145,393
,Namibia,4/21/2020,16,0,6
,Nepal,4/21/2020,43,0,4
Aruba,Netherlands,4/21/2020,97,2,51
Curacao,Netherlands,4/21/2020,14,1,11
Sint Maarten,Netherlands,4/21/2020,67,10,12
,Netherlands,4/21/2020,34134,3916,0
,New Zealand,4/21/2020,1445,13,1006
,Nicaragua,4/21/2020,10,2,7
,Niger,4/21/2020,657,20,127
,Nigeria,4/21/2020,665,22,188
,North Macedonia,4/21/2020,1231,55,224
,Norway,4/21/2020,7191,182,32
,Oman,4/21/2020,1508,8,238
,Pakistan,4/21/2020,9565,201,2073
,Panama,4/21/2020,4658,136,204
,Papua New Guinea,4/21/2020,7,0,0
,Paraguay,4/21/2020,208,8,53
,Peru,4/21/2020,17837,484,6982
,Philippines,4/21/2020,6599,437,654
,Poland,4/21/2020,9856,401,1297
,Portugal,4/21/2020,21379,762,917
,Qatar,4/21/2020,6533,9,614
,Romania,4/21/2020,9242,498,2153
,Russia,4/21/2020,52763,456,3873
,Rwanda,4/21/2020,150,0,84
,Saint Lucia,4/21/2020,15,0,13
,Saint Vincent and the Grenadines,4/21/2020,12,0,2
,San Marino,4/21/2020,476,40,62
,Saudi Arabia,4/21/2020,11631,109,1640
,Senegal,4/21/2020,412,5,242
,Serbia,4/21/2020,6890,130,977
,Seychelles,4/21/2020,11,0,5
,Singapore,4/21/2020,9125,11,839
,Slovakia,4/21/2020,1199,14,258
,Slovenia,4/21/2020,1344,77,197
,Somalia,4/21/2020,286,8,4
,South Africa,4/21/2020,3465,58,1055
,Spain,4/21/2020,204178,21282,82514
,Sri Lanka,4/21/2020,310,7,102
,Sudan,4/21/2020,107,12,8
,Suriname,4/21/2020,10,1,6
,Sweden,4/21/2020,15322,1765,550
,Switzerland,4/21/2020,28063,1478,19400
,Taiwan*,4/21/2020,425,6,217
,Tanzania,4/21/2020,254,10,11
,Thailand,4/21/2020,2811,48,2108
,Togo,4/21/2020,86,6,56
,Trinidad and Tobago,4/21/2020,115,8,28
,Tunisia,4/21/2020,884,38,148
,Turkey,4/21/2020,95591,2259,14918
,Uganda,4/21/2020,61,0,38
,Ukraine,4/21/2020,6125,161,367
,United Arab Emirates,4/21/2020,7755,46,1443
Bermuda,United Kingdom,4/21/2020,86,5,37
Cayman Islands,United Kingdom,4/21/2020,66,1,7
Channel Islands,United Kingdom,4/21/2020,496,24,256
Gibraltar,United Kingdom,4/21/2020,132,0,120
Isle of Man,United Kingdom,4/21/2020,307,9,209
Montserrat,United Kingdom,4/21/2020,11,0,2
,United Kingdom,4/21/2020,129044,20223,0
,Uruguay,4/21/2020,535,11,313
,US,4/21/2020,811865,45086,75204
,Uzbekistan,4/21/2020,1678,6,357
,Venezuela,4/21/2020,285,10,117
,Vietnam,4/21/2020,268,0,216
,Zambia,4/21/2020,70,3,35
,Zimbabwe,4/21/2020,28,3,2
Diamond Princess,Canada,4/21/2020,0,1,0
,Dominica,4/21/2020,16,0,8
,Grenada,4/21/2020,14,0,0
,Mozambique,4/21/2020,39,0,0
,Syria,4/21/2020,42,3,0
,Timor-Leste,4/21/2020,23,0,0
,Belize,4/21/2020,18,2,2
,Laos,4/21/2020,19,0,0
,Libya,4/21/2020,51,1,15
,West Bank and Gaza,4/21/2020,466,4,71
,Guinea-Bissau,4/21/2020,50,0,3
,Mali,4/21/2020,258,14,57
,Saint Kitts and Nevis,4/21/2020,15,0,0
Northwest Territories,Canada,4/21/2020,5,0,0
Yukon,Canada,4/21/2020,11,0,0
,Kosovo,4/21/2020,604,18,128
,Burma,4/21/2020,121,5,7
Anguilla,United Kingdom,4/21/2020,3,0,1
British Virgin Islands,United Kingdom,4/21/2020,5,1,3
Turks and Caicos Islands,United Kingdom,4/21/2020,11,1,0
,MS Zaandam,4/21/2020,9,2,0
,Botswana,4/21/2020,20,1,0
,Burundi,4/21/2020,5,1,4
,Sierra Leone,4/21/2020,50,0,6
,Malawi,4/21/2020,18,2,3
Falkland Islands (Malvinas),United Kingdom,4/21/2020,11,0,3
Saint Pierre and Miquelon,France,4/21/2020,1,0,0
,South Sudan,4/21/2020,4,0,0
,Western Sahara,4/21/2020,6,0,0
,Sao Tome and Principe,4/21/2020,4,0,0
